264,6,26,1
255,13,21,1
221,14,19,1
271,11,32,1
258,14,34,1
241,21,26,1
275,15,27,1
258,20,26,1
264,12,25,1
272,16,33,1
257,16,36,1
251,14,34,1
275,9,28,1
246,11,20,1
263,20,21,1
284,14,37,1
250,22,37,1
264,14,21,1
259,20,33,1
254,13,31,1
274,19,26,1
249,13,26,1
258,20,35,1
268,15,25,1
295,20,23,1
277,13,26,1
279,18,35,1
268,12,28,1
287,18,27,1
270,17,26,1
257,9,21,1
275,11,26,1
290,14,24,1
248,8,15,1
267,13,23,1
277,13,29,1
226,15,17,1
259,16,24,1
258,13,27,1
272,12,36,1
265,12,27,1
276,18,27,1
268,14,28,1
248,19,33,1
247,22,20,1
232,15,28,1
262,19,23,1
300,10,26,1
266,15,26,1
240,19,25,1
289,21,37,2
286,33,33,2
278,19,29,2
289,13,31,2
274,13,33,2
279,13,29,2
267,25,42,2
256,14,35,2
298,15,27,2
263,27,36,2
292,15,34,2
265,17,30,2
310,25,30,2
290,23,36,2
245,14,33,2
317,16,39,2
270,21,33,2
276,21,35,2
275,13,34,2
276,17,32,2
255,16,26,2
277,19,36,2
298,13,34,2
272,17,34,2
276,31,35,2
251,17,32,2
318,22,22,2
265,26,32,2
309,17,36,2
273,20,43,2
279,18,26,2
253,13,32,2
253,19,25,2
303,17,37,2
284,26,29,2
287,31,44,2
286,24,33,2
274,21,35,2
285,19,37,2
270,21,37,2
280,23,25,2
261,22,33,2
277,13,26,2
255,23,36,2
271,25,24,2
302,18,35,2
307,17,35,2
273,24,32,2
261,24,26,2
272,20,41,2
300,23,38,3
304,36,48,3
318,34,39,3
294,26,41,3
315,22,50,3
288,22,32,3
278,24,34,3
318,31,36,3
313,22,46,3
290,29,48,3
325,19,47,3
290,29,49,3
292,25,34,3
306,31,29,3
293,29,38,3
319,23,33,3
322,27,37,3
290,32,37,3
278,33,45,3
291,28,39,3
291,22,34,3
293,14,46,3
298,24,31,3
312,24,43,3
308,35,35,3
287,26,33,3
315,27,46,3
307,19,34,3
262,26,36,3
291,22,51,3
280,18,51,3
301,30,49,3
295,26,42,3
321,27,38,3
290,33,45,3
323,28,47,3
297,28,40,3
319,17,42,3
312,21,53,3
284,28,47,3
294,22,41,3
293,29,45,3
318,23,40,3
334,28,41,3
296,25,32,3
298,21,43,3
279,25,43,3
271,29,42,3
289,24,46,3
315,30,37,3
