14,11,9,1
12,14,8,1
11,17,9,1
19,11,8,1
22,10,8,1
19,12,7,1
14,15,13,1
16,12,15,1
21,14,13,1
17,11,12,1
14,7,11,1
16,18,9,1
14,17,12,1
15,13,6,1
14,16,12,1
21,14,6,1
16,10,5,1
16,17,8,1
16,15,7,1
11,17,8,1
16,15,7,1
14,7,6,1
23,12,7,1
12,13,11,1
12,15,3,1
15,13,10,1
15,10,11,1
17,11,9,1
15,14,10,1
11,11,13,1
8,16,11,1
17,7,15,1
22,21,15,1
12,9,11,1
17,12,6,1
18,17,4,1
18,12,10,1
16,11,8,1
20,21,9,1
19,16,7,1
20,12,12,1
14,16,11,1
13,13,7,1
16,10,10,1
15,13,8,1
11,18,9,1
10,15,4,1
11,19,15,1
16,12,4,1
19,17,6,1
19,21,12,2
8,22,13,2
23,21,7,2
14,22,12,2
23,15,14,2
13,15,8,2
25,14,13,2
22,12,12,2
23,15,18,2
22,13,11,2
21,18,9,2
11,11,11,2
22,18,11,2
21,17,9,2
24,16,11,2
24,25,11,2
23,18,16,2
17,14,12,2
21,12,12,2
21,17,10,2
31,14,15,2
18,19,7,2
20,15,18,2
19,16,15,2
20,18,12,2
15,18,15,2
22,16,10,2
25,12,20,2
13,15,10,2
16,21,16,2
17,18,8,2
17,14,12,2
15,11,11,2
19,20,5,2
27,15,10,2
23,19,8,2
21,22,12,2
25,22,14,2
19,20,9,2
21,17,6,2
15,13,12,2
19,19,12,2
21,23,10,2
17,19,10,2
23,15,10,2
20,22,15,2
16,15,8,2
13,20,7,2
18,14,13,2
26,18,12,2
25,21,14,3
21,23,16,3
18,25,13,3
25,22,17,3
17,19,14,3
22,23,16,3
27,25,14,3
20,17,10,3
29,19,11,3
30,25,15,3
25,26,16,3
26,15,16,3
14,15,13,3
24,28,12,3
22,27,12,3
25,22,14,3
22,25,18,3
21,24,18,3
21,21,20,3
21,21,16,3
28,20,12,3
25,26,18,3
29,21,7,3
26,17,19,3
15,24,20,3
25,22,16,3
31,18,11,3
20,26,16,3
19,25,12,3
25,24,19,3
26,18,15,3
25,25,18,3
31,24,21,3
35,26,15,3
20,23,25,3
24,20,19,3
31,22,17,3
24,21,15,3
25,21,18,3
12,22,15,3
17,25,10,3
33,24,20,3
26,23,11,3
25,25,19,3
25,20,14,3
26,14,9,3
25,22,13,3
30,21,15,3
24,22,17,3
17,21,16,3
