4.6393,0.2066,18.5993,1
0.7760,15.8679,3.8124,1
1.8895,32.3362,19.5585,1
18.2001,30.5275,2.4902,1
11.3963,21.9911,21.3186,1
1.5555,99.1853,62.7417,1
15.1961,47.7711,40.6513,1
1.6231,9.3205,24.4452,1
4.7740,0.4957,0.2831,1
1.2686,4.5349,38.7537,1
3.7474,42.8496,16.5718,1
3.7810,27.7226,7.1663,1
0.8598,16.4330,38.7537,1
4.1349,21.1671,56.7265,1
0.0942,9.5041,8.9026,1
0.0231,40.3868,6.3609,1
3.2944,5.2025,84.9427,1
0.2109,3.7854,12.2732,1
8.4906,2.1990,14.3122,1
12.9942,29.4565,45.0795,1
6.6241,2.1655,6.1298,1
0.0530,45.7097,17.9027,1
1.9590,12.2247,38.7537,1
4.0283,29.6504,57.4433,1
2.1799,19.9864,31.8630,1
0.8109,22.7446,60.6222,1
8.8422,30.8371,53.6318,1
3.9125,9.5052,33.4602,1
0.8918,24.0405,38.2943,1
2.3890,73.2389,65.5092,1
8.5127,2.6873,17.9528,1
16.1579,95.2636,9.5733,1
2.0613,8.9659,4.0675,1
6.8034,30.5275,46.3075,1
0.8465,18.5471,68.1631,1
3.0826,3.7791,27.1266,1
3.0025,21.0042,69.7770,1
4.6346,43.1442,49.1113,1
2.2473,7.6302,7.3509,1
4.2723,14.3599,54.8801,1
1.2309,30.5275,95.4094,1
19.1208,7.7294,34.8690,1
5.5997,26.0958,38.7537,1
4.8926,44.1961,31.7152,1
1.0359,44.9860,17.3729,1
7.0004,45.7342,0.0348,1
0.7920,21.1627,23.1246,1
2.4677,8.5943,31.7888,1
6.9145,4.9479,41.2146,1
0.6029,43.4302,94.3233,1
71.7852,30.7872,45.8901,2
80.6987,11.1086,45.8901,2
17.7336,3.9800,47.9808,2
43.1925,23.4018,21.3312,2
50.2527,41.1886,45.8901,2
41.5672,8.4803,56.9315,2
87.1275,30.7356,45.8901,2
0.9838,89.5334,18.1431,2
19.5548,5.3116,6.4451,2
9.6912,7.6998,72.3093,2
8.9210,31.2605,49.7597,2
13.3346,12.3223,45.8901,2
0.5341,5.2099,4.8131,2
22.7680,8.8961,48.9425,2
20.1796,5.6035,20.9312,2
25.0583,21.5772,22.2177,2
8.0448,64.4990,99.1427,2
3.5355,11.4003,21.3913,2
18.5378,9.3074,45.8901,2
8.4474,75.9850,21.3319,2
17.8307,22.9373,30.8292,2
19.9164,90.7818,19.8747,2
19.9038,0.7680,2.2334,2
44.8079,51.7120,68.1468,2
11.0719,47.0043,24.2039,2
17.8321,15.3075,4.2504,2
26.0469,0.6992,24.4218,2
18.5111,74.4785,25.6410,2
5.5382,11.7920,45.8901,2
36.8317,4.6496,32.3400,2
28.8629,32.4516,79.7008,2
9.3626,6.3311,13.0733,2
37.8378,36.7096,1.8824,2
15.1360,8.3721,5.3861,2
7.7982,13.0839,22.9014,2
6.2391,27.4274,49.5109,2
29.6357,7.3746,7.0291,2
2.0607,43.6610,45.8901,2
2.8295,19.0419,15.3642,2
10.7657,42.0424,0.6281,2
9.6993,10.5622,0.8126,2
4.6531,90.6162,2.4305,2
3.3132,18.0085,25.1122,2
5.6645,19.5460,43.3037,2
13.7352,36.7893,6.1974,2
35.2138,15.1844,13.9153,2
67.4624,35.3045,93.0676,2
14.9099,21.8913,37.4542,2
6.8725,12.3596,4.1011,2
48.4391,19.3309,0.1640,2
11.5931,70.7440,13.0912,3
61.0532,32.6423,9.1938,3
77.1234,6.4201,54.1914,3
85.6176,24.8398,82.5702,3
65.7569,30.4510,53.6259,3
9.8286,15.9697,53.6259,3
23.1234,10.2110,53.6259,3
28.0537,6.5050,20.7783,3
46.0441,55.5848,20.0309,3
61.0532,43.7470,62.5105,3
40.0318,41.3476,8.9925,3
1.2642,13.4872,4.2811,3
34.5697,22.5249,44.2466,3
15.2556,89.4629,53.6259,3
61.0532,43.7470  ,103.3627,3
1.2431,6.6304,74.3355,3
39.0741,41.5773,29.8615,3
57.9109,37.8848  ,105.7962,3
12.8183,12.5533,3.3287,3
4.6685,7.1115,63.4526,3
16.0844,8.3928,16.5478,3
59.8984,47.2980,53.3668,3
90.7128,2.1574,73.7860,3
1.4793,5.7821,22.2705,3
61.0532,21.8440,9.4723,3
30.3556,77.3335,28.4456,3
61.0532,78.5046,61.2910,3
96.4660,29.9971,20.7590,3
10.2333,10.8909,63.0772,3
61.0532,1.5303,11.2921,3
17.1905,12.5344,73.7277,3
20.0608,81.0738,93.8101,3
3.3621,2.5238,5.3319,3
28.4612,31.8119,58.9692,3
51.0918,12.2689,56.8685,3
72.5220,43.7470  ,53.6259,3
16.0576,5.9697,80.5337,3
6.1831,13.5054,97.3450,3
69.4992,67.4909,14.4846,3
61.1869,3.0877  ,103.8176,3
34.3780,4.9308,39.8098,3
11.5431,11.8985,53.8527,3
12.4452,43.7470,12.8069,3
40.3394,6.7775,97.4822,3
53.0591,61.3259,7.5934,3
18.6570,19.2805,23.9491,3
51.5758,55.0047,95.8526,3
12.7779,40.9188,95.1260,3
54.8391,64.6310,23.9123,3
50.9309,33.7084,34.4647,3
